quote,author,tags,quote_clean,meta
"“â€¨Loneliness is the human condition. Cultivate it. The way it tunnels into you allows your soul room to grow. Never expect to outgrow loneliness. Never hope to find people who will understand you, someone to fill that space. An intelligent, sensitive person is the exception, the very great exception. If you expect to find people who will understand you, you will grow murderous with disappointment. The best you'll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.”","Janet Fitch,",['loneliness'],"“â€¨loneliness is the human condition. cultivate it. the way it tunnels into you allows your soul room to grow. never expect to outgrow loneliness. never hope to find people who will understand you, someone to fill that space. an intelligent, sensitive person is the exception, the very great exception. if you expect to find people who will understand you, you will grow murderous with disappointment. the best you'll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.”","Author: Janet Fitch,, Tags: loneliness"
“The most effective way to destroy people is to deny and obliterate their own understanding of their history.”,George Orwell,"['history', 'propaganda', 'rewriting-history']",“the most effective way to destroy people is to deny and obliterate their own understanding of their history.”,"Author: George Orwell, Tags: history, propaganda, rewriting-history"
“You do have a story inside you; it lies articulate and waiting to be written â€” behind your silence and your suffering.”,Anne Rice,"['anne-rice', 'pandora']",“you do have a story inside you; it lies articulate and waiting to be written â€” behind your silence and your suffering.”,"Author: Anne Rice, Tags: anne-rice, pandora"
"“We sit silently and watch the world around us. This has taken a lifetime to learn. It seems only the old are able to sit next to one another and not say anything and still feel content. The young, brash and impatient, must always break the silence. It is a waste, for silence is pure. Silence is holy. It draws people together because only those who are comfortable with each other can sit without speaking. This is the great paradox.”","Nicholas Sparks,","['perception', 'silence']","“we sit silently and watch the world around us. this has taken a lifetime to learn. it seems only the old are able to sit next to one another and not say anything and still feel content. the young, brash and impatient, must always break the silence. it is a waste, for silence is pure. silence is holy. it draws people together because only those who are comfortable with each other can sit without speaking. this is the great paradox.”","Author: Nicholas Sparks,, Tags: perception, silence"
"“Trains are great dirty smoky things,"" said Will. ""You won't like it."" Tessa was unmoved. ""I won't know if I like it until I try it, will I?"" ""I've never swum naked in the Thames before, but I know I wouldn't like it."" ""But think how entertaining for sightseers,"" said Tessa, and she saw Jem duck his head to hide the quick flash of his grin.”","Cassandra Clare,","['clockwork-prince', 'humor', 'jem-carstairs', 'teasing', 'tessa-gray', 'will-herondale']","“trains are great dirty smoky things,"" said will. ""you won't like it."" tessa was unmoved. ""i won't know if i like it until i try it, will i?"" ""i've never swum naked in the thames before, but i know i wouldn't like it."" ""but think how entertaining for sightseers,"" said tessa, and she saw jem duck his head to hide the quick flash of his grin.”","Author: Cassandra Clare,, Tags: clockwork-prince, humor, jem-carstairs, teasing, tessa-gray, will-herondale"
"“When we're incomplete, we're always searching for somebody to complete us. When, after a few years or a few months of a relationship, we find that we're still unfulfilled, we blame our partners and take up with somebody more promising. This can go on and on--series polygamy--until we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. Nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.”",Tom Robbins,['relationships'],"“when we're incomplete, we're always searching for somebody to complete us. when, after a few years or a few months of a relationship, we find that we're still unfulfilled, we blame our partners and take up with somebody more promising. this can go on and on--series polygamy--until we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.”","Author: Tom Robbins, Tags: relationships"
"“Freeing yourself was one thing, claiming ownership of that freed self was another.”","Toni Morrison,","['freedom', 'self']","“freeing yourself was one thing, claiming ownership of that freed self was another.”","Author: Toni Morrison,, Tags: freedom, self"
"“Between two evils, I always pick the one I never tried before.”",Mae West,"['evil', 'temptation']","“between two evils, i always pick the one i never tried before.”","Author: Mae West, Tags: evil, temptation"
"“When the snows fall and the white winds blow, the lone wolf dies but the pack survives.”","George R.R. Martin,","['friendship', 'loneliness']","“when the snows fall and the white winds blow, the lone wolf dies but the pack survives.”","Author: George R.R. Martin,, Tags: friendship, loneliness"
"“An Unbreakable Vow?"" said Ron, looking stunned. ""Nah, he canâ€™t have.... Are you sure?""""Yes Iâ€™m sure,"" said Harry. ""Why, what does it mean?""""Well, you canâ€™t break an Unbreakable Vow...""""Iâ€™d worked that much out for myself, funnily enough.”","J.K. Rowling,","['harry-potter', 'humor', 'malfoy', 'ron-weasley', 'snape', 'unbreakable-vow']","“an unbreakable vow?"" said ron, looking stunned. ""nah, he canâ€™t have.... are you sure?""""yes iâ€™m sure,"" said harry. ""why, what does it mean?""""well, you canâ€™t break an unbreakable vow...""""iâ€™d worked that much out for myself, funnily enough.”","Author: J.K. Rowling,, Tags: harry-potter, humor, malfoy, ron-weasley, snape, unbreakable-vow"
“Curiouser and curiouser!”,"Lewis Carroll,",['alice-in-wonderland'],“curiouser and curiouser!”,"Author: Lewis Carroll,, Tags: alice-in-wonderland"
“Your silence will not protect you.”,"Audre Lorde,","['protection', 'silence', 'speech']",“your silence will not protect you.”,"Author: Audre Lorde,, Tags: protection, silence, speech"
"“The past is always tense, the future perfect.”",Zadie Smith,"['future', 'grammar', 'language', 'past']","“the past is always tense, the future perfect.”","Author: Zadie Smith, Tags: future, grammar, language, past"
"“It is a far, far better thing that I do, than I have ever done; it is a far, far better rest that I go to than I have ever known.”","Charles Dickens,","['last-words', 'self-sacrifice']","“it is a far, far better thing that i do, than i have ever done; it is a far, far better rest that i go to than i have ever known.”","Author: Charles Dickens,, Tags: last-words, self-sacrifice"
